# KID, Season, Target Table Number
8150065,Q5M2,33
8150065,Q5M3,34
8150065,Q8M1,41
8150065,Q8M2,42
8150065,Q8M3,43
8150065,Q9M1,44
8150065,Q9M2,45
8150065,Q9M3,46
8150065,Q10M1,47
8150065,Q10M2,48
8150065,Q10M3,49
8150320,Q10M1,47
8150320,Q10M2,48
8150320,Q10M3,49
8150320,Q14M1,59
8150320,Q14M2,60
8150320,Q14M3,61
8150612,Q2M1,23
8153411,Q2M1,23
8153411,Q2M2,24
8153411,Q2M3,25
8153411,Q3M1,26
8153411,Q3M2,27
8153411,Q3M3,28
8153411,Q4M1,29
8153411,Q4M2,30
8153411,Q4M3,31
8153411,Q5M1,32
8153411,Q5M2,33
8153411,Q5M3,34
8153411,Q7M1,38
8153411,Q7M2,39
8153411,Q7M3,40
8153411,Q8M1,41
8153411,Q8M2,42
8153411,Q8M3,43
8153411,Q9M1,44
8153411,Q9M2,45
8153411,Q9M3,46
8153411,Q12M1,53
8153411,Q12M2,54
8153411,Q12M3,55
8153411,Q13M1,56
8153411,Q13M2,57
8153411,Q13M3,58
8153411,Q16M1,65
8153411,Q16M2,66
8153411,Q16M3,67
8153411,Q17M1,68
8153411,Q17M2,69
8153411,Q17M3,70
8156120,Q6M1,35
8156120,Q6M2,36
8156120,Q6M3,37
8156120,Q7M1,38
8156120,Q7M2,39
8156120,Q7M3,40
8156120,Q10M1,47
8156120,Q10M2,48
8156120,Q10M3,49
8156120,Q11M1,50
8156120,Q11M2,51
8156120,Q11M3,52
8156120,Q14M1,59
8156120,Q14M2,60
8156120,Q14M3,61
8156120,Q15M1,62
8156120,Q15M2,63
8156120,Q15M3,64
8158779,Q2M1,23
8160074,Q2M3,25
8160953,Q14M1,59
8160953,Q14M2,60
8160953,Q14M3,61
8161825,Q1,20
8164819,Q4M1,29
8165738,Q4M3,31
8167286,Q4M3,31
8167653,Q2M3,25
8167996,Q14M1,59
8167996,Q14M2,60
8167996,Q14M3,61
8167996,Q15M1,62
8167996,Q15M2,63
8167996,Q15M3,64
8172589,Q2M2,24
8174170,Q2M3,25
8174981,Q4M1,29
8176564,Q3M2,27
8176564,Q14M1,59
8176564,Q14M2,60
8176564,Q14M3,61
8176777,Q4M1,29
8176933,Q2M2,24
8177087,Q1,20
8178763,Q3M3,28
8179177,Q4M2,30
8179536,Q5M1,32
8179536,Q5M2,33
8179536,Q5M3,34
8179536,Q9M1,44
8179536,Q9M2,45
8179536,Q9M3,46
8179536,Q10M1,47
8179536,Q10M2,48
8179536,Q10M3,49
8179536,Q11M1,50
8179536,Q11M2,51
8179536,Q11M3,52
8179973,Q3M2,27
8179973,Q7M1,38
8179973,Q7M2,39
8179973,Q7M3,40
8179973,Q9M1,44
8179973,Q9M2,45
8179973,Q9M3,46
8179973,Q10M1,47
8179973,Q10M2,48
8179973,Q10M3,49
8179973,Q12M1,53
8179973,Q12M2,54
8179973,Q12M3,55
8179973,Q14M1,59
8179973,Q14M2,60
8179973,Q14M3,61
8179973,Q16M1,65
8179973,Q16M2,66
8179973,Q16M3,67
8188157,Q2M3,25
8191672,Q7M1,38
8191672,Q7M2,39
8191672,Q7M3,40
8195470,Q2M1,23
8196180,Q5M2,33
8196180,Q15M2,63
8196180,Q17M2,69
8196181,Q3M2,27
8196556,Q4M1,29
8197270,Q4M1,29
8197607,Q3M1,26
8197761,Q1,20
8197788,Q5M1,32
8197788,Q5M2,33
8197788,Q5M3,34
8211500,Q3M1,26
8211551,Q2M2,24
8211824,Q6M1,35
8211824,Q6M2,36
8211824,Q6M3,37
8217182,Q3M2,27
8222685,Q7M1,38
8222685,Q7M3,40
8223197,Q1,20
8223872,Q4M3,31
8226464,Q2M1,23
8226498,Q3M2,27
8228742,Q1,20
8228742,Q6M1,35
8228742,Q6M2,36
8228742,Q6M3,37
8228742,Q7M1,38
8228742,Q7M2,39
8228742,Q7M3,40
8228742,Q8M1,41
8228742,Q8M2,42
8228742,Q8M3,43
8228742,Q9M1,44
8228742,Q9M2,45
8228742,Q9M3,46
8228742,Q10M1,47
8228742,Q10M2,48
8228742,Q10M3,49
8228742,Q11M1,50
8228742,Q11M2,51
8228742,Q11M3,52
8228742,Q12M1,53
8228742,Q12M2,54
8228742,Q12M3,55
8228742,Q13M1,56
8228742,Q13M2,57
8228742,Q13M3,58
8228742,Q14M1,59
8228742,Q14M2,60
8228742,Q14M3,61
8228742,Q15M1,62
8228742,Q15M2,63
8228742,Q15M3,64
8228742,Q16M1,65
8228742,Q16M2,66
8228742,Q16M3,67
8228742,Q17M1,68
8228742,Q17M2,69
8228742,Q17M3,70
8230809,Q15M1,62
8230809,Q15M2,63
8230809,Q15M3,64
8232889,Q1,20
8234900,Q4M1,29
8235498,Q2M2,24
8241455,Q4M1,29
8242350,Q5M1,32
8243381,Q4M3,31
8244021,Q3M1,26
8245295,Q4M2,30
8245366,Q3M3,28
8245366,Q7M1,38
8245366,Q7M2,39
8245366,Q7M3,40
8245366,Q8M1,41
8245366,Q8M2,42
8245366,Q8M3,43
8245366,Q9M1,44
8245366,Q9M2,45
8245366,Q9M3,46
8245366,Q11M1,50
8245366,Q11M2,51
8245366,Q11M3,52
8245366,Q13M1,56
8245366,Q13M2,57
8245366,Q13M3,58
8245366,Q15M1,62
8245366,Q15M2,63
8245366,Q15M3,64
8245366,Q16M1,65
8245366,Q16M2,66
8245366,Q16M3,67
8245366,Q17M1,68
8245366,Q17M2,69
8245366,Q17M3,70
8248630,Q4M3,31
8248671,Q3M3,28
8258103,Q3M2,27
8258171,Q6M1,35
8258171,Q6M2,36
8258171,Q6M3,37
8258171,Q7M2,39
8258596,Q2M2,24
8261920,Q12M1,53
8261920,Q12M2,54
8261920,Q12M3,55
8261920,Q16M1,65
8261920,Q16M2,66
8261920,Q16M3,67
8262223,Q4M2,30
8262409,Q3M2,27
8264037,Q3M1,26
8264075,Q5M1,32
8264075,Q6M3,37
8264254,Q4M2,30
8264358,Q3M2,27
8264404,Q5M2,33
8264404,Q6M1,35
8264404,Q6M2,36
8264404,Q6M3,37
8264494,Q3M1,26
8264520,Q2M3,25
8264534,Q5M1,32
8264534,Q5M2,33
8264534,Q5M3,34
8264546,Q1,20
8264546,Q5M1,32
8264546,Q5M2,33
8264546,Q5M3,34
8264588,Q1,20
8264617,Q5M1,32
8264617,Q5M2,33
8264617,Q6M3,37
8264698,Q5M1,32
8264698,Q5M2,33
8264698,Q5M3,34
8264949,Q3M3,28
8277797,Q17M1,68
8277797,Q17M2,69
8277797,Q17M3,70
8278371,Q9M3,46
8280511,Q9M1,44
8280511,Q9M2,45
8283948,Q2M3,25
8292840,Q5M1,32
8292840,Q5M2,33
8292840,Q5M3,34
8292840,Q7M1,38
8292840,Q7M2,39
8292840,Q7M3,40
8292840,Q9M1,44
8292840,Q9M2,45
8292840,Q9M3,46
8292840,Q11M1,50
8292840,Q11M2,51
8292840,Q11M3,52
8292840,Q12M1,53
8292840,Q12M2,54
8292840,Q12M3,55
8292840,Q15M1,62
8292840,Q15M2,63
8292840,Q15M3,64
8292840,Q16M1,65
8292840,Q16M2,66
8292840,Q16M3,67
8295762,Q3M1,26
8296591,Q4M3,31
8302455,Q3M2,27
8316526,Q4M2,30
8321083,Q3M3,28
8321567,Q1,20
8323104,Q2M1,23
8323753,Q3M1,26
8323753,Q3M2,27
8323753,Q3M3,28
8323753,Q4M1,29
8323753,Q4M2,30
8323753,Q4M3,31
8323753,Q6M1,35
8323753,Q6M2,36
8323753,Q6M3,37
8323753,Q7M2,39
8328840,Q4M2,30
8329784,Q4M2,30
8330092,Q2M1,23
8330123,Q4M2,30
8330463,Q4M2,30
8331570,Q4M2,30
8331734,Q3M2,27
8331797,Q2M1,23
8332394,Q3M3,28
8343931,Q2M2,24
8344381,Q10M1,47
8344381,Q10M2,48
8344381,Q10M3,49
8346342,Q1,20
8346342,Q5M1,32
8346342,Q5M2,33
8346342,Q5M3,34
8346342,Q8M3,43
8346342,Q9M1,44
8346342,Q9M2,45
8346342,Q9M3,46
8346589,Q4M3,31
8349582,Q5M1,32
8349582,Q5M2,33
8349582,Q5M3,34
8349582,Q9M1,44
8349582,Q9M2,45
8349582,Q9M3,46
8349582,Q13M1,56
8349582,Q13M2,57
8349582,Q13M3,58
8349582,Q17M1,68
8349582,Q17M2,69
8349582,Q17M3,70
8349612,Q4M1,29
8349736,Q1,20
8351193,Q3M1,26
8352420,Q2M3,25
8352528,Q2M2,24
8359498,Q4M1,29
8359498,Q4M2,30
8359498,Q4M3,31
8359498,Q5M1,32
8359498,Q5M2,33
8359498,Q5M3,34
8359498,Q6M1,35
8359498,Q6M2,36
8359498,Q6M3,37
8360349,Q2M3,25
8360349,Q5M1,32
8360349,Q5M2,33
8360349,Q5M3,34
8364119,Q4M3,31
8374741,Q2M2,24
8375487,Q3M1,26
8377135,Q3M3,28
8377423,Q4M3,31
8379927,Q2M1,23
8379927,Q5M1,32
8379927,Q5M2,33
8379927,Q5M3,34
8379927,Q6M1,35
8379927,Q6M2,36
8379927,Q6M3,37
8379927,Q7M1,38
8379927,Q7M2,39
8379927,Q7M3,40
8379927,Q8M1,41
8379927,Q8M2,42
8379927,Q8M3,43
8379927,Q9M1,44
8379927,Q9M2,45
8379927,Q9M3,46
8379927,Q10M1,47
8379927,Q10M2,48
8379927,Q10M3,49
8379927,Q11M1,50
8379927,Q11M2,51
8379927,Q11M3,52
8379927,Q13M1,56
8379927,Q13M2,57
8379927,Q13M3,58
8379927,Q14M1,59
8379927,Q14M2,60
8379927,Q14M3,61
8379927,Q15M1,62
8379927,Q15M2,63
8379927,Q15M3,64
8379927,Q16M1,65
8379927,Q16M2,66
8379927,Q16M3,67
8379927,Q17M1,68
8379927,Q17M2,69
8379927,Q17M3,70
8386623,Q1,20
8389948,Q4M1,29
8389948,Q15M1,62
8389948,Q15M2,63
8389948,Q15M3,64
8394589,Q2M1,23
8394589,Q6M1,35
8394589,Q6M2,36
8394589,Q6M3,37
8394589,Q8M1,41
8394589,Q8M2,42
8394589,Q8M3,43
8394589,Q10M1,47
8394589,Q10M2,48
8394589,Q10M3,49
8394589,Q11M1,50
8394589,Q11M2,51
8394589,Q11M3,52
8394589,Q12M1,53
8394589,Q12M2,54
8394589,Q12M3,55
8394589,Q13M1,56
8394589,Q13M2,57
8394589,Q13M3,58
8394589,Q14M1,59
8394589,Q14M2,60
8394589,Q14M3,61
8394589,Q15M1,62
8394589,Q15M2,63
8394589,Q15M3,64
8394589,Q16M1,65
8394589,Q16M2,66
8394589,Q16M3,67
8394589,Q17M1,68
8394589,Q17M2,69
8394589,Q17M3,70
8394618,Q4M1,29
8394721,Q4M1,29
8394721,Q8M2,42
8394721,Q10M2,48
8394721,Q11M1,50
8394721,Q11M3,52
8394721,Q12M1,53
8394721,Q13M2,57
8394721,Q13M3,58
8394721,Q14M3,61
8394721,Q15M2,63
8394721,Q15M3,64
8394721,Q16M1,65
8394721,Q16M3,67
8394721,Q17M1,68
8394721,Q17M2,69
8394721,Q17M3,70
8395107,Q1,20
8395405,Q4M1,29
8395467,Q4M2,30
8395660,Q4M1,29
8395660,Q4M2,30
8395660,Q4M3,31
8395660,Q5M1,32
8395660,Q5M2,33
8395660,Q5M3,34
8395660,Q8M1,41
8395660,Q8M2,42
8395660,Q8M3,43
8395660,Q9M1,44
8395660,Q9M2,45
8395660,Q9M3,46
8395660,Q12M1,53
8395660,Q12M2,54
8395660,Q12M3,55
8395660,Q13M1,56
8395660,Q13M2,57
8395660,Q13M3,58
8395660,Q16M1,65
8395660,Q16M2,66
8395660,Q16M3,67
8395660,Q17M1,68
8395660,Q17M2,69
8395660,Q17M3,70
8396230,Q2M1,23
8397426,Q1,20
8397460,Q2M2,24
8408931,Q3M3,28
8410727,Q9M2,45
8410787,Q1,20
8414062,Q2M3,25
8414845,Q15M1,62
8414845,Q15M2,63
8414845,Q15M3,64
8415752,Q3M2,27
8415752,Q9M1,44
8415752,Q9M2,45
8415752,Q9M3,46
8416311,Q3M2,27
8416447,Q2M3,25
8420801,Q3M2,27
8424542,Q4M2,30
8424593,Q2M1,23
8424992,Q9M1,44
8424992,Q9M2,45
8424992,Q9M3,46
8424992,Q10M1,47
8424992,Q10M2,48
8424992,Q10M3,49
8429566,Q12M1,53
8429566,Q12M2,54
8429566,Q12M3,55
8429756,Q3M2,27
8431917,Q4M3,31
8435400,Q4M3,31
8442718,Q4M1,29
8443527,Q15M1,62
8443527,Q15M2,63
8443527,Q15M3,64
8443527,Q16M1,65
8443527,Q16M2,66
8443527,Q16M3,67
8446738,Q5M1,32
8446738,Q5M3,34
8451143,Q4M2,30
8451881,Q11M1,50
8451881,Q11M2,51
8451881,Q11M3,52
8453037,Q2M2,24
8453324,Q3M2,27
8454553,Q2M3,25
8456679,Q3M1,26
8456679,Q3M2,27
8456679,Q3M3,28
8456679,Q4M1,29
8456679,Q4M2,30
8456679,Q4M3,31
8456679,Q5M1,32
8456679,Q5M2,33
8456679,Q5M3,34
8456679,Q6M1,35
8456679,Q6M2,36
8456679,Q6M3,37
8456679,Q7M1,38
8456679,Q7M2,39
8456679,Q7M3,40
8456679,Q8M1,41
8456679,Q8M2,42
8456679,Q8M3,43
8456679,Q9M1,44
8456679,Q9M2,45
8456679,Q9M3,46
8456679,Q10M1,47
8456679,Q10M2,48
8456679,Q10M3,49
8456679,Q11M1,50
8456679,Q11M2,51
8456679,Q11M3,52
8456679,Q13M1,56
8456679,Q13M2,57
8456679,Q13M3,58
8456679,Q14M1,59
8456679,Q14M2,60
8456679,Q14M3,61
8459899,Q2M1,23
8460357,Q2M2,24
8460600,Q16M1,65
8460600,Q16M2,66
8460600,Q16M3,67
8462164,Q4M1,29
8478994,Q6M1,35
8478994,Q6M2,36
8478994,Q6M3,37
8478994,Q7M1,38
8478994,Q7M2,39
8478994,Q7M3,40
8478994,Q8M1,41
8478994,Q8M2,42
8478994,Q8M3,43
8478994,Q9M1,44
8478994,Q9M2,45
8478994,Q9M3,46
8478994,Q10M1,47
8478994,Q10M2,48
8478994,Q10M3,49
8478994,Q11M1,50
8478994,Q11M2,51
8478994,Q11M3,52
8478994,Q12M1,53
8478994,Q12M2,54
8478994,Q12M3,55
8478994,Q13M1,56
8478994,Q13M2,57
8478994,Q13M3,58
8478994,Q14M1,59
8478994,Q14M2,60
8478994,Q14M3,61
8478994,Q15M1,62
8478994,Q15M2,63
8478994,Q15M3,64
8478994,Q16M1,65
8478994,Q16M2,66
8478994,Q16M3,67
8478994,Q17M1,68
8478994,Q17M2,69
8478994,Q17M3,70
8479386,Q10M1,47
8479386,Q10M2,48
8479386,Q10M3,49
8480230,Q4M2,30
8480285,Q8M2,42
8481574,Q4M1,29
8488978,Q1,20
8489712,Q3M2,27
8489797,Q3M2,27
8491147,Q2M1,23
8491277,Q7M2,39
8491374,Q1,20
8493800,Q1,20
8493969,Q1,20
8494142,Q7M1,38
8494142,Q7M2,39
8494142,Q7M3,40
8494142,Q8M1,41
8494142,Q8M2,42
8494142,Q8M3,43
8494142,Q9M1,44
8494142,Q9M2,45
8494142,Q9M3,46
8494142,Q11M1,50
8494142,Q11M2,51
8494142,Q11M3,52
8494142,Q12M1,53
8494142,Q12M2,54
8494142,Q12M3,55
8494142,Q13M1,56
8494142,Q13M2,57
8494142,Q13M3,58
8494142,Q15M1,62
8494142,Q15M2,63
8494142,Q15M3,64
8494142,Q16M1,65
8494142,Q16M2,66
8494142,Q16M3,67
8494142,Q17M1,68
8494142,Q17M2,69
8494142,Q17M3,70
8495755,Q2M2,24
8496820,Q6M1,35
8496820,Q6M2,36
8496820,Q6M3,37
8496820,Q7M1,38
8496820,Q7M2,39
8496820,Q7M3,40
8499639,Q4M1,29
8504570,Q11M1,50
8504570,Q11M2,51
8504570,Q11M3,52
8504570,Q14M1,59
8504570,Q14M2,60
8504570,Q14M3,61
8504570,Q15M1,62
8504570,Q15M2,63
8504570,Q15M3,64
8505215,Q3M1,26
8505215,Q3M2,27
8505215,Q3M3,28
8505215,Q7M1,38
8505215,Q7M2,39
8505215,Q7M3,40
8505215,Q11M1,50
8505215,Q11M2,51
8505215,Q11M3,52
8505670,Q16M1,65
8505670,Q16M2,66
8505670,Q16M3,67
8507325,Q3M2,27
8508009,Q4M3,31
8509781,Q3M3,28
8516041,Q1,20
8524425,Q2M1,23
8524425,Q6M1,35
8524425,Q6M2,36
8524425,Q6M3,37
8524425,Q8M1,41
8524425,Q8M2,42
8524425,Q8M3,43
8524425,Q10M1,47
8524425,Q10M2,48
8524425,Q10M3,49
8524425,Q11M1,50
8524425,Q11M2,51
8524425,Q11M3,52
8524425,Q12M1,53
8524425,Q12M2,54
8524425,Q12M3,55
8524425,Q13M1,56
8524425,Q13M2,57
8524425,Q13M3,58
8524425,Q14M1,59
8524425,Q14M2,60
8524425,Q14M3,61
8524425,Q15M1,62
8524425,Q15M2,63
8524425,Q15M3,64
8524425,Q16M1,65
8524425,Q16M2,66
8524425,Q16M3,67
8524425,Q17M1,68
8524425,Q17M2,69
8524425,Q17M3,70
8525286,Q5M1,32
8525286,Q5M2,33
8525286,Q5M3,34
8525752,Q4M1,29
8525764,Q4M1,29
8542853,Q1,20
8542853,Q6M1,35
8542853,Q6M2,36
8542853,Q6M3,37
8545592,Q1,20
8547390,Q2M2,24
8552540,Q2M1,23
8552540,Q3M2,27
8553788,Q5M1,32
8554221,Q3M2,27
8554498,Q2M1,23
8554498,Q2M2,24
8554498,Q2M3,25
8554498,Q3M1,26
8554498,Q3M2,27
8554498,Q3M3,28
8554498,Q4M1,29
8554498,Q4M2,30
8554498,Q4M3,31
8554498,Q5M1,32
8554498,Q5M2,33
8554498,Q5M3,34
8554498,Q6M1,35
8554498,Q6M2,36
8554498,Q6M3,37
8554498,Q7M1,38
8554498,Q7M2,39
8554498,Q7M3,40
8554498,Q8M1,41
8554498,Q8M2,42
8554498,Q8M3,43
8554498,Q9M1,44
8554498,Q9M2,45
8554498,Q9M3,46
8554498,Q10M1,47
8554498,Q10M2,48
8554498,Q10M3,49
8554498,Q11M1,50
8554498,Q11M2,51
8554498,Q11M3,52
8554498,Q12M1,53
8554498,Q12M2,54
8554498,Q12M3,55
8554498,Q13M1,56
8554498,Q13M2,57
8554498,Q13M3,58
8554498,Q14M1,59
8554498,Q14M2,60
8554498,Q14M3,61
8554498,Q15M1,62
8554498,Q15M2,63
8554498,Q15M3,64
8554498,Q16M1,65
8554498,Q16M2,66
8554498,Q16M3,67
8554498,Q17M1,68
8554498,Q17M2,69
8554498,Q17M3,70
8556077,Q11M1,50
8556077,Q11M2,51
8556077,Q11M3,52
8556311,Q2M2,24
8557374,Q13M2,57
8557374,Q13M3,58
8557374,Q15M1,62
8557374,Q15M2,63
8557374,Q15M3,64
8559644,Q3M1,26
8559644,Q3M2,27
8559644,Q3M3,28
8559644,Q4M1,29
8559644,Q4M2,30
8559644,Q4M3,31
8559644,Q6M1,35
8559644,Q6M2,36
8559644,Q6M3,37
8559644,Q7M1,38
8559644,Q7M2,39
8559644,Q7M3,40
8559644,Q8M1,41
8559644,Q8M2,42
8559644,Q8M3,43
8559644,Q10M1,47
8559644,Q10M2,48
8559644,Q10M3,49
8559644,Q11M1,50
8559644,Q11M2,51
8559644,Q11M3,52
8559644,Q12M1,53
8559644,Q12M2,54
8559644,Q12M3,55
8559644,Q16M1,65
8559863,Q5M1,32
8560861,Q3M2,27
8560996,Q3M3,28
8561063,Q10M3,49
8561063,Q12M2,54
8561063,Q14M1,59
8561063,Q14M3,61
8561063,Q16M1,65
8561063,Q16M2,66
8561063,Q17M1,68
8561063,Q17M2,69
8561063,Q17M3,70
8561221,Q8M1,41
8561221,Q8M2,42
8561221,Q8M3,43
8561221,Q10M1,47
8561221,Q10M2,48
8561221,Q10M3,49
8561221,Q11M1,50
8561221,Q11M2,51
8561221,Q11M3,52
8561221,Q12M1,53
8561221,Q12M2,54
8561221,Q12M3,55
8561221,Q13M1,56
8561221,Q13M2,57
8561221,Q13M3,58
8561221,Q14M1,59
8561221,Q14M2,60
8561221,Q14M3,61
8561221,Q15M1,62
8561221,Q15M2,63
8561221,Q15M3,64
8561221,Q16M1,65
8561221,Q16M2,66
8561221,Q16M3,67
8561221,Q17M1,68
8561221,Q17M2,69
8561221,Q17M3,70
8572253,Q2M1,23
8572936,Q13M1,56
8572936,Q13M2,57
8572936,Q13M3,58
8572936,Q14M1,59
8572936,Q14M2,60
8572936,Q14M3,61
8572936,Q16M1,65
8572936,Q16M2,66
8572936,Q16M3,67
8572936,Q17M1,68
8572936,Q17M2,69
8572936,Q17M3,70
8574769,Q3M3,28
8579578,Q2M3,25
8579578,Q5M1,32
8579578,Q5M2,33
8579578,Q5M3,34
8581207,Q2M2,24
8587792,Q17M2,69
8590391,Q3M3,28
8604757,Q3M3,28
8607720,Q9M1,44
8607720,Q9M2,45
8607720,Q9M3,46
8607720,Q13M1,56
8607720,Q13M2,57
8607720,Q13M3,58
8607728,Q12M1,53
8607728,Q12M2,54
8607728,Q12M3,55
8608312,Q3M2,27
8608624,Q2M3,25
8611832,Q12M1,53
8611832,Q12M2,54
8611832,Q12M3,55
8611832,Q13M1,56
8611832,Q13M2,57
8611832,Q13M3,58
8611832,Q16M1,65
8611832,Q16M2,66
8611832,Q16M3,67
8613105,Q3M2,27
8613120,Q3M2,27
8621906,Q4M3,31
8623953,Q2M2,24
8623953,Q5M1,32
8623953,Q5M2,33
8623953,Q5M3,34
8623953,Q10M1,47
8623953,Q10M2,48
8623953,Q10M3,49
8625953,Q7M1,38
8625953,Q7M2,39
8625953,Q7M3,40
8628758,Q16M1,65
8628758,Q16M2,66
8628758,Q16M3,67
8631160,Q10M1,47
8631160,Q15M1,62
8631160,Q15M2,63
8631160,Q15M3,64
8635595,Q2M2,24
8638173,Q4M2,30
8638728,Q3M3,28
8639908,Q15M1,62
8639908,Q15M2,63
8639908,Q15M3,64
8643582,Q4M1,29
8644288,Q5M1,32
8644288,Q5M2,33
8644288,Q5M3,34
8644288,Q9M1,44
8644288,Q9M2,45
8644288,Q9M3,46
8644288,Q13M1,56
8644288,Q13M2,57
8644288,Q13M3,58
8644288,Q17M1,68
8644288,Q17M2,69
8644288,Q17M3,70
8650057,Q3M1,26
8650186,Q3M1,26
8651452,Q7M1,38
8651452,Q7M2,39
8651452,Q7M3,40
8651471,Q11M1,50
8651471,Q11M2,51
8651471,Q11M3,52
8669092,Q4M1,29
8669092,Q4M2,30
8669092,Q4M3,31
8669092,Q5M1,32
8669092,Q5M2,33
8669092,Q5M3,34
8669092,Q6M1,35
8669092,Q6M2,36
8669092,Q6M3,37
8669092,Q8M1,41
8669092,Q8M2,42
8669092,Q8M3,43
8669582,Q14M1,59
8669582,Q16M1,65
8669582,Q17M1,68
8675885,Q4M3,31
8677034,Q1,20
8677585,Q11M1,50
8677585,Q11M2,51
8677585,Q11M3,52
8677585,Q12M1,53
8677585,Q12M2,54
8677585,Q12M3,55
8677585,Q15M1,62
8677585,Q15M2,63
8677585,Q15M3,64
8677585,Q16M1,65
8677585,Q16M2,66
8677585,Q16M3,67
8677933,Q2M3,25
8684730,Q6M1,35
8684730,Q6M2,36
8684730,Q6M3,37
8684730,Q7M1,38
8684730,Q7M2,39
8684730,Q7M3,40
8684730,Q8M1,41
8684730,Q8M2,42
8684730,Q8M3,43
8684730,Q12M1,53
8684730,Q12M2,54
8684730,Q12M3,55
8684730,Q17M1,68
8684730,Q17M2,69
8686097,Q7M1,38
8686097,Q7M2,39
8686097,Q7M3,40
8686097,Q8M1,41
8686097,Q8M2,42
8686097,Q8M3,43
8686097,Q9M1,44
8686097,Q9M2,45
8686097,Q9M3,46
8686097,Q11M1,50
8686097,Q11M2,51
8686097,Q11M3,52
8686097,Q12M1,53
8686097,Q12M2,54
8686097,Q12M3,55
8686097,Q13M1,56
8686097,Q13M2,57
8686097,Q13M3,58
8686097,Q15M1,62
8686097,Q15M2,63
8686097,Q15M3,64
8686097,Q16M1,65
8686097,Q16M2,66
8686097,Q16M3,67
8686097,Q17M1,68
8686097,Q17M2,69
8686097,Q17M3,70
8690071,Q4M3,31
8692626,Q3M2,27
8692861,Q3M1,26
8692861,Q3M2,27
8692861,Q3M3,28
8692861,Q4M1,29
8692861,Q4M2,30
8692861,Q4M3,31
8692861,Q7M2,39
8694723,Q2M3,25
8694723,Q5M1,32
8694723,Q5M2,33
8694723,Q5M3,34
8694723,Q6M1,35
8694723,Q6M2,36
8694723,Q6M3,37
8694723,Q7M1,38
8694723,Q7M2,39
8694723,Q7M3,40
8694723,Q8M1,41
8694723,Q8M2,42
8694723,Q8M3,43
8694723,Q9M1,44
8694723,Q9M2,45
8694723,Q9M3,46
8694723,Q10M1,47
8694723,Q10M2,48
8694723,Q10M3,49
8694723,Q11M1,50
8694723,Q11M2,51
8694723,Q11M3,52
8694723,Q12M1,53
8694723,Q12M2,54
8694723,Q12M3,55
8694723,Q13M1,56
8694723,Q13M2,57
8694723,Q13M3,58
8694723,Q14M1,59
8694723,Q14M2,60
8694723,Q14M3,61
8694723,Q15M1,62
8694723,Q15M2,63
8694723,Q15M3,64
8694723,Q16M1,65
8694723,Q16M2,66
8694723,Q16M3,67
8694723,Q17M1,68
8694723,Q17M2,69
8694723,Q17M3,70
8695509,Q4M1,29
8696343,Q2M1,23
8700771,Q9M3,46
8700771,Q17M1,68
8700771,Q17M2,69
8700771,Q17M3,70
8702606,Q1,20
8702606,Q5M1,32
8702606,Q5M2,33
8702606,Q5M3,34
8702606,Q6M1,35
8702606,Q6M2,36
8702606,Q6M3,37
8702606,Q7M1,38
8702606,Q7M2,39
8702606,Q7M3,40
8702606,Q8M1,41
8702606,Q8M2,42
8702606,Q8M3,43
8702606,Q9M1,44
8702606,Q9M2,45
8702606,Q9M3,46
8702606,Q10M1,47
8702606,Q10M2,48
8702606,Q10M3,49
8702606,Q11M1,50
8702606,Q11M2,51
8702606,Q11M3,52
8702606,Q12M1,53
8702606,Q12M2,54
8702606,Q12M3,55
8702606,Q13M1,56
8702606,Q13M2,57
8702606,Q13M3,58
8702606,Q14M1,59
8702606,Q14M2,60
8702606,Q14M3,61
8702606,Q15M1,62
8702606,Q15M2,63
8702606,Q15M3,64
8702606,Q16M1,65
8702606,Q16M2,66
8702606,Q16M3,67
8702606,Q17M1,68
8702606,Q17M2,69
8702606,Q17M3,70
8703129,Q14M1,59
8703129,Q14M2,60
8703129,Q14M3,61
8703129,Q15M1,62
8703129,Q15M2,63
8703129,Q15M3,64
8703413,Q3M3,28
8703528,Q17M1,68
8703528,Q17M2,69
8703528,Q17M3,70
8703887,Q6M1,35
8703887,Q6M2,36
8703887,Q6M3,37
8703887,Q7M2,39
8711794,Q3M1,26
8711794,Q3M2,27
8711794,Q3M3,28
8711794,Q5M1,32
8711794,Q5M2,33
8711794,Q5M3,34
8711794,Q7M1,38
8711794,Q7M2,39
8711794,Q7M3,40
8711794,Q9M1,44
8711794,Q9M2,45
8711794,Q9M3,46
8711794,Q11M1,50
8711794,Q11M2,51
8711794,Q11M3,52
8711794,Q13M1,56
8711794,Q13M2,57
8711794,Q13M3,58
8717065,Q5M1,32
8717065,Q5M2,33
8717065,Q5M3,34
8718273,Q2M2,24
8719897,Q4M3,31
8733898,Q17M1,68
8733898,Q17M2,69
8733898,Q17M3,70
8737920,Q2M1,23
8738244,Q3M2,27
8738809,Q5M1,32
8738809,Q5M2,33
8738809,Q5M3,34
8738809,Q8M1,41
8738809,Q8M2,42
8738809,Q8M3,43
8738809,Q9M1,44
8738809,Q9M2,45
8738809,Q9M3,46
8738809,Q11M1,50
8738809,Q11M2,51
8738809,Q11M3,52
8739290,Q3M1,26
8740238,Q2M3,25
8740371,Q4M3,31
8747357,Q3M2,27
8748251,Q4M1,29
8751420,Q2M1,23
8751420,Q5M1,32
